0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.14,3.71
0.00,0.00,8.67,0.00,0.00,3.67,0.00,0.00,4.67
0.00,0.00,10.00,0.00,0.00,0.00,0.00,2.37,6.32
0.00,6.43,0.00,0.00,0.00,0.00,0.00,0.00,6.07
0.00,0.00,0.00,3.91,5.22,0.00,0.00,0.00,9.35
0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.81,6.45
0.00,0.00,0.00,0.00,0.00,4.12,0.00,4.41,1.18
1.11,0.00,0.00,0.00,3.33,0.00,0.00,0.00,2.22
0.00,0.00,3.67,0.00,0.00,0.00,0.00,0.00,5.67
1.82,0.00,0.00,0.00,4.24,2.42,0.00,0.00,9.09
0.00,0.00,0.00,5.14,0.00,0.00,10.00,2.00,9.14
0.00,0.00,0.00,0.00,10.00,0.91,0.00,0.00,3.86
0.00,0.00,8.38,0.00,0.00,0.00,0.00,0.00,4.59
0.00,4.89,0.00,6.44,4.00,0.00,0.00,0.00,2.44
0.00,0.00,2.05,0.00,0.00,0.00,5.38,0.00,4.62
0.00,5.14,0.00,0.00,0.00,0.00,0.00,0.00,2.00
0.00,0.00,0.00,5.76,6.36,0.00,0.00,0.00,1.52
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.58
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.54,6.07
3.44,0.00,2.50,0.00,0.00,0.00,0.00,0.00,3.12
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.43
9.71,0.00,0.00,0.00,0.00,5.14,0.00,0.00,0.29
0.00,0.00,0.00,6.54,0.00,0.00,0.00,0.00,4.23
0.00,0.91,1.82,0.91,0.00,0.00,0.00,0.00,10.00
0.00,4.06,0.00,0.00,0.00,0.00,4.69,0.00,4.38
0.00,8.50,0.00,0.00,0.00,0.00,0.00,3.00,4.75
1.21,6.36,10.00,0.00,0.00,0.00,0.00,0.00,4.55
0.00,0.00,8.67,0.00,0.00,3.78,0.00,0.00,4.44
2.97,2.70,0.00,0.00,0.00,0.00,0.00,0.00,2.97
0.00,0.00,3.64,0.00,1.52,0.00,0.00,0.00,1.21
0.00,0.00,3.06,2.78,0.00,2.22,0.00,5.00,0.56
0.00,8.46,0.00,0.00,0.00,2.56,0.00,0.00,7.69
0.00,2.07,0.00,0.00,0.00,4.83,4.14,0.00,4.14
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.42
0.00,0.00,0.00,0.00,6.56,0.00,0.00,0.00,4.06
0.00,4.07,0.00,0.00,0.00,0.00,0.00,0.00,6.67
0.00,1.58,0.00,0.00,0.00,6.58,0.00,0.00,0.26
0.00,0.00,0.00,0.00,8.11,6.22,0.00,0.00,0.81
1.18,0.00,4.41,0.00,0.00,4.71,0.29,0.00,4.71
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.40
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00
2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.27
0.00,0.00,0.00,0.00,0.48,0.00,0.00,0.00,7.14
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.44
0.00,0.00,0.00,0.00,0.00,1.67,5.00,0.00,4.67
0.00,0.00,0.00,4.89,6.44,3.11,0.00,4.44,1.33
6.74,0.00,0.00,6.98,0.00,0.00,7.91,0.00,1.86
0.00,7.83,5.65,0.00,0.00,0.87,0.00,9.13,5.65
3.55,0.00,0.00,0.00,3.55,8.06,8.06,0.00,3.23
0.00,2.73,6.06,0.00,0.91,4.85,0.00,0.00,2.42
0.00,6.29,0.00,0.00,0.00,0.29,0.00,0.00,4.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.89
3.33,1.79,0.00,6.41,0.00,0.00,0.00,0.00,2.31
0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.37,2.11
0.00,10.00,0.00,3.82,0.59,0.88,0.00,0.00,8.24
4.57,3.14,0.00,0.00,0.00,0.00,0.00,0.00,0.57
0.00,0.00,3.70,0.00,0.00,0.00,0.00,0.00,7.04
0.00,0.29,0.00,10.00,2.94,5.59,0.59,0.00,4.41
0.00,0.00,0.00,3.33,0.00,0.00,0.00,0.00,3.64
0.00,0.00,0.00,0.00,5.93,0.00,0.00,1.48,2.22
0.00,0.00,9.03,0.00,0.00,0.00,1.61,0.00,0.32
0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,1.84
0.00,0.00,0.00,0.00,0.00,0.00,1.04,0.00,10.00
0.00,0.00,3.55,0.00,0.00,0.00,2.26,0.00,3.55
0.00,0.00,0.00,0.00,0.00,2.86,0.00,0.00,9.76
0.00,0.00,0.00,8.48,0.00,0.00,0.00,4.55,5.15
