0.00,10.00,0.00,6.00,0.00,3.43,0.00,1.71
0.00,0.00,0.00,7.00,0.00,0.00,0.00,4.25
0.00,0.00,0.00,0.00,5.90,0.00,0.00,6.15
0.00,0.00,6.13,0.00,6.13,0.97,0.00,2.26
0.00,0.00,0.00,6.43,0.00,0.00,0.00,5.71
0.00,0.00,0.00,0.00,0.00,10.00,0.00,4.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.56
0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.72
0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00
9.14,0.00,0.00,0.00,0.00,0.57,2.00,10.00
0.00,0.00,0.00,0.24,0.00,0.00,0.00,9.27
0.00,0.00,0.00,1.25,0.00,0.00,0.00,10.00
0.00,4.50,0.00,0.00,0.00,3.00,0.00,5.75
4.62,0.00,0.00,0.00,0.00,0.00,0.00,5.38
0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.21
0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.16
0.00,0.00,0.00,0.00,0.00,1.47,0.00,4.71
0.00,6.94,0.00,0.00,0.00,0.00,0.00,7.78
0.00,7.56,0.00,0.00,0.00,0.00,10.00,1.46
0.00,0.00,6.28,0.00,0.00,3.72,0.00,1.16
0.00,0.00,2.73,0.00,0.00,0.00,0.00,2.42
0.00,2.50,0.00,0.00,0.00,0.00,0.00,9.64
0.00,0.00,0.00,0.00,0.00,0.00,2.31,3.85
4.38,0.00,0.00,0.00,0.00,0.00,0.00,4.69
0.00,0.00,0.00,1.43,0.00,0.00,0.00,5.71
0.00,0.00,7.37,0.00,0.00,0.00,0.26,7.63
0.00,0.00,6.67,0.00,2.31,0.00,0.00,2.05
0.00,0.24,2.20,0.00,0.00,2.68,0.00,1.46
0.00,0.00,0.00,0.00,0.00,2.16,0.00,3.51
4.14,6.55,0.00,0.00,2.76,0.00,0.00,4.14
0.00,0.00,0.00,0.00,6.76,7.06,0.00,1.18
0.00,0.00,6.32,0.26,0.00,3.68,0.00,3.42
0.00,3.43,2.86,0.00,0.00,0.00,3.43,6.57
0.00,8.97,0.00,0.00,0.00,0.00,0.00,5.64
0.00,0.00,0.00,0.00,6.22,0.00,0.00,5.68
0.00,0.00,0.00,0.00,0.00,0.00,6.43,2.62
0.00,0.00,2.35,10.00,0.00,0.00,0.00,5.00
0.00,2.61,3.91,0.00,0.00,0.00,0.00,3.91
0.00,0.00,0.00,0.00,4.32,0.00,0.00,3.18
0.00,0.00,0.00,0.00,1.88,0.00,4.58,4.38
4.71,0.00,0.00,3.53,4.71,0.00,0.00,0.29
0.00,1.25,0.00,0.00,0.00,0.00,0.00,5.25
0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.37
0.00,0.00,0.00,0.00,1.18,0.00,3.82,6.18
0.00,4.14,0.00,5.17,0.00,0.00,0.00,2.41
0.00,0.00,0.00,6.39,0.00,0.00,0.00,7.22
4.67,0.00,0.00,8.00,0.00,0.00,0.00,5.00
0.00,0.00,0.00,0.00,0.00,4.12,3.53,9.12
1.86,0.00,0.00,0.00,0.00,0.00,0.00,7.91
0.00,5.24,0.00,6.43,0.00,0.00,0.00,1.67
0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00
0.00,0.00,1.78,6.44,0.00,0.00,10.00,6.44
0.00,0.00,5.71,10.00,0.00,1.43,0.00,0.86
3.23,0.00,3.55,0.00,0.00,0.00,0.00,8.06
0.00,0.00,0.00,0.00,1.60,0.00,0.00,6.80
0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00
0.00,6.90,0.00,1.72,0.00,0.00,0.00,0.69
0.00,0.00,0.00,0.00,5.00,0.00,7.95,3.18
0.00,0.00,0.00,0.00,3.64,0.00,1.21,10.00
0.00,0.00,6.56,0.00,0.00,0.00,0.00,4.69
0.00,8.33,0.00,0.00,0.00,0.00,0.00,1.85
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.56
0.00,10.00,0.00,5.48,2.90,3.23,0.00,5.48
4.41,0.00,2.94,0.00,0.00,0.00,0.00,0.59
0.00,0.00,6.67,0.00,0.00,0.00,0.00,0.37
0.00,0.00,10.00,0.00,0.00,0.00,0.00,7.10
0.00,0.00,4.87,3.59,1.28,0.00,0.00,8.21
0.32,4.19,0.00,3.23,0.00,0.00,0.00,1.61
0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.12
10.00,0.00,0.00,0.00,0.00,0.00,0.00,1.04
0.00,0.00,1.90,10.00,0.00,0.00,0.00,1.43
3.55,0.00,0.00,0.00,0.00,0.00,0.00,2.26
0.00,0.00,3.75,0.00,0.00,0.00,0.00,7.75
4.06,0.00,1.25,0.00,0.00,5.00,0.00,5.00
0.00,1.57,0.00,0.00,0.00,0.00,10.00,2.55
1.57,0.00,0.00,0.00,0.00,0.00,0.00,4.71
0.00,0.00,0.00,3.75,0.00,0.00,0.00,5.50
0.00,0.00,3.95,0.00,0.00,7.37,3.68,3.16
0.00,0.00,5.71,0.00,0.00,0.00,0.00,7.14
0.00,0.00,0.00,0.00,0.00,1.36,0.00,1.36
