0.00,0.00,0.57,0.00,5.71,0.00,0.00,4.57
0.00,0.00,3.12,0.00,1.56,0.00,7.50,1.88
0.00,9.35,0.00,10.00,0.00,4.57,0.00,3.91
0.00,0.00,7.71,0.00,0.00,0.00,5.43,4.29
0.00,0.00,1.78,0.00,0.00,0.00,0.00,4.22
0.00,9.14,0.00,0.00,0.00,0.00,0.00,5.14
0.00,0.00,0.00,0.00,4.75,0.00,0.00,3.50
0.00,0.00,6.49,0.00,2.70,0.00,9.46,1.08
0.00,2.44,4.89,2.67,0.00,0.00,0.00,6.44
0.00,0.00,0.00,0.00,0.00,1.30,0.00,6.74
0.00,1.52,0.00,0.00,0.00,0.00,0.00,5.76
3.06,0.00,0.00,0.00,0.00,0.00,0.00,3.89
0.00,0.00,0.00,0.00,0.00,0.00,6.54,4.62
0.00,0.00,0.00,0.00,0.00,0.34,6.21,4.48
0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.11
0.00,4.23,0.00,0.00,0.00,0.00,0.00,6.54
0.00,0.00,3.64,0.91,0.00,2.73,0.00,0.30
0.00,10.00,0.91,0.00,1.82,0.00,4.55,0.91
0.00,0.00,1.14,0.00,5.14,0.00,0.00,8.86
0.00,0.00,9.71,0.00,0.00,6.00,0.00,3.71
0.00,0.00,0.00,5.29,2.65,0.00,0.00,6.47
10.00,0.00,0.00,0.00,0.00,0.00,0.00,4.09
0.26,0.00,6.05,0.00,0.00,0.00,0.00,8.42
0.00,0.00,0.00,6.92,0.00,0.00,2.31,3.08
1.43,0.00,0.00,1.71,0.00,0.00,0.00,3.43
0.00,0.00,0.00,5.50,0.00,0.00,2.25,3.00
0.00,0.56,0.00,0.00,3.06,0.00,10.00,2.78
0.00,0.00,0.00,3.10,0.00,0.00,0.00,4.76
8.53,0.00,0.00,10.00,1.76,0.00,0.00,7.06
0.00,0.00,0.00,0.00,2.92,0.00,1.88,9.79
0.00,0.00,0.00,2.14,0.00,0.00,6.67,4.05
0.00,0.00,0.00,0.00,3.43,0.00,0.00,10.00
0.00,0.00,0.00,0.00,0.00,2.88,0.00,4.04
0.00,0.00,0.00,0.00,0.00,0.00,10.00,5.43
0.00,1.33,0.00,0.00,0.00,0.00,0.00,4.89
0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.56
0.00,0.00,6.86,5.71,0.00,0.00,0.00,0.29
6.74,1.86,0.00,0.00,0.00,0.00,0.00,6.98
6.58,0.00,0.00,0.00,0.00,5.26,0.00,1.84
0.44,0.00,2.67,3.33,5.33,0.00,0.00,4.44
0.00,0.00,0.00,0.00,1.29,0.00,0.00,8.39
0.00,0.00,0.00,3.33,0.00,0.00,0.00,4.17
0.00,0.00,0.00,8.00,0.00,0.00,0.00,5.43
0.00,0.00,7.05,0.00,0.00,0.00,3.18,4.09
0.00,0.00,0.00,10.00,0.00,0.00,0.00,2.67
0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.57
0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.44
0.00,0.00,5.52,6.21,0.00,0.00,0.00,5.86
0.00,0.00,0.00,0.00,1.62,10.00,3.24,3.24
0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.79
2.73,0.00,0.00,0.00,0.00,0.00,0.00,10.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00
3.33,2.31,1.79,0.00,0.00,0.00,0.00,6.41
0.00,0.00,0.00,0.00,0.00,0.00,4.22,6.44
0.00,8.24,10.00,0.00,0.00,4.41,10.00,3.82
0.00,0.00,0.00,0.00,0.40,8.00,0.00,8.40
0.00,4.41,0.29,0.00,0.00,6.18,0.00,10.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.07
0.00,0.00,0.00,0.00,0.00,4.07,0.00,5.93
5.88,0.00,0.00,0.00,0.00,0.00,0.00,7.06
0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00
0.00,3.64,0.00,0.00,0.00,0.00,0.00,3.33
0.00,0.00,3.00,2.00,0.00,0.00,0.00,3.80
5.91,0.00,0.00,1.82,0.00,0.00,0.00,0.91
0.00,0.00,0.00,0.00,0.00,0.00,3.14,1.71
0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.53
0.00,0.00,0.00,0.00,9.53,5.58,1.63,6.05
0.95,0.00,0.00,0.00,0.00,0.00,0.00,10.00
0.00,5.15,0.00,0.00,0.00,3.64,0.00,8.48
8.75,5.25,0.00,0.00,0.00,9.25,5.00,1.50
0.00,0.00,0.00,2.35,0.00,0.00,0.00,2.06
0.00,0.00,10.00,0.00,0.00,4.29,0.00,0.71
0.00,0.00,0.00,0.00,4.09,3.64,0.00,3.18
1.75,5.75,0.00,0.00,0.00,0.00,0.00,3.00
9.25,0.00,3.00,0.00,3.75,0.00,0.00,4.25
0.00,0.00,0.00,1.58,0.00,0.00,1.58,1.58
0.00,0.82,0.00,0.00,0.00,0.00,0.00,7.14
0.00,0.00,0.00,0.00,2.05,0.00,0.00,3.33
0.00,0.00,3.43,9.71,0.00,0.00,0.00,0.86
4.35,0.00,2.17,0.00,0.00,0.00,0.00,4.78
0.00,2.26,3.55,0.00,0.00,0.00,1.94,3.23
2.75,0.00,0.00,0.00,4.25,0.00,0.00,5.25
0.00,4.22,0.00,0.00,0.00,0.00,0.00,2.44
0.00,6.86,0.00,0.00,0.00,0.00,0.00,3.71
3.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00
0.00,0.00,0.00,2.92,0.00,3.75,0.00,4.58
0.00,0.00,8.27,0.00,3.27,0.00,0.00,3.27
0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.90
0.00,3.41,0.00,0.00,0.00,3.41,0.00,6.59
0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.75
0.00,0.00,0.00,0.00,6.49,7.30,0.00,0.81
0.00,5.94,0.00,0.00,0.00,6.25,0.00,2.19
0.00,0.00,0.00,0.00,2.44,0.00,3.66,3.17
1.00,0.00,0.00,9.00,0.00,0.00,0.00,1.50
3.51,0.00,0.00,0.00,0.00,0.54,0.00,10.00
0.00,0.00,3.42,0.00,0.00,0.00,6.58,3.16
0.00,2.13,0.00,0.00,0.00,0.00,0.00,4.04
0.00,0.00,0.00,1.00,2.83,0.00,0.00,1.67
0.00,0.00,3.43,0.00,1.43,0.00,7.14,4.86
0.00,0.00,3.70,0.00,0.00,0.00,6.67,3.33
5.00,0.00,4.38,0.00,0.62,0.00,0.00,4.38
0.00,5.41,0.00,0.00,6.49,0.00,0.00,2.70
2.50,0.00,0.00,4.50,5.00,0.00,0.00,8.00
0.00,0.00,0.00,6.17,0.00,0.00,0.00,1.91
3.57,0.00,0.00,0.00,0.00,0.00,0.00,7.14
8.04,2.16,0.00,0.00,3.53,0.00,0.00,0.59
0.00,0.45,0.00,5.45,0.00,0.00,3.18,3.86
0.00,8.57,0.00,0.00,0.00,2.38,0.00,2.86
0.00,0.00,0.00,10.00,0.00,0.00,0.00,1.28
5.56,0.00,0.00,0.00,0.00,10.00,0.00,3.70
0.00,3.60,6.60,0.00,0.00,0.00,0.00,2.80
5.66,0.00,5.85,0.00,0.00,0.00,0.00,6.42
0.00,0.42,0.00,0.00,0.00,0.00,0.00,6.67
0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.71
0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.67
0.00,0.00,0.00,2.73,0.00,2.12,0.00,8.79
0.00,3.12,5.94,0.00,0.00,8.12,0.00,5.62
0.00,0.00,0.00,0.00,5.16,0.00,2.90,3.55
0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.78
0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.71
0.00,5.71,0.00,2.24,0.00,6.73,0.00,3.47
4.00,0.00,2.00,0.00,0.00,5.20,0.00,4.00
0.00,0.00,3.89,0.00,0.00,0.00,5.00,3.06
2.93,0.00,0.00,6.83,2.20,0.00,0.00,1.71
0.00,0.00,0.00,0.00,0.00,2.43,0.00,8.11
0.00,0.00,0.00,0.00,3.57,0.00,10.00,1.79
0.00,0.00,3.06,0.00,0.00,5.00,0.00,2.50
0.00,0.00,4.71,0.00,0.00,0.00,0.00,3.82
0.00,0.00,0.00,0.00,0.00,0.00,10.00,7.41
0.00,7.09,0.00,0.00,0.00,0.00,0.00,7.45
0.00,0.00,0.00,0.00,1.82,0.00,0.00,2.73
0.00,0.00,0.00,0.00,0.00,5.68,0.00,3.24
0.00,0.00,4.88,0.00,0.00,0.00,0.00,5.61
0.00,0.00,0.00,0.00,0.00,3.44,0.00,6.88
5.90,7.95,0.00,0.00,0.00,0.00,1.28,5.90
0.00,0.00,0.00,6.86,0.00,0.00,0.00,0.86
0.00,0.53,0.00,0.00,0.00,0.00,0.00,6.58
0.00,0.00,0.00,0.00,0.00,3.82,5.59,6.47
0.00,6.49,0.00,0.00,0.00,0.00,0.00,2.16
0.00,0.00,0.00,0.00,8.12,0.00,0.00,2.50
0.00,0.00,6.92,0.00,0.00,0.00,0.00,7.18
0.00,4.12,0.00,0.00,0.00,0.00,0.00,2.94
0.00,1.28,0.00,0.00,0.00,0.00,4.04,3.40
0.00,0.00,7.73,0.00,0.00,3.86,5.91,5.23
0.00,0.00,0.00,0.00,0.00,4.86,0.00,4.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.16
0.00,2.00,6.86,0.00,0.00,2.86,7.43,2.00
0.00,0.00,0.00,2.97,0.00,0.00,10.00,4.05
0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00
0.00,0.00,0.00,0.00,1.40,0.00,0.00,3.02
0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.17
0.00,0.00,0.00,0.00,6.94,8.06,0.00,3.06
0.00,0.00,5.71,0.00,0.00,0.00,0.00,2.00
