0.00,0.00,0.00,4.57,0.00,6.00,0.00,5.71
0.00,0.00,0.00,0.00,1.52,3.03,0.00,2.12
5.00,0.00,10.00,0.00,3.82,0.00,0.00,2.35
0.00,4.67,0.00,0.00,0.00,0.00,0.00,8.67
0.00,0.00,0.00,0.00,4.52,0.00,0.00,3.87
0.00,6.32,0.00,0.00,4.47,0.79,0.00,10.00
0.00,0.00,0.00,1.88,0.00,0.00,7.50,1.56
0.00,0.00,4.76,0.00,0.00,6.43,0.00,1.19
0.00,0.00,0.00,0.00,10.00,0.00,10.00,2.73
0.00,0.00,5.20,0.00,0.00,0.00,0.00,2.00
0.00,0.00,2.08,0.00,0.00,0.00,0.00,6.46
2.50,0.00,2.75,0.00,0.00,0.00,10.00,6.25
0.00,0.00,0.00,0.00,5.43,0.00,0.00,10.00
0.00,0.00,9.38,0.00,0.00,0.00,0.00,2.50
0.00,5.67,0.00,0.00,0.00,4.33,3.67,3.67
0.00,0.00,0.00,3.50,0.00,1.25,0.00,4.75
0.00,0.00,0.00,1.08,0.00,0.00,9.46,2.70
0.00,4.59,0.00,0.00,2.43,0.00,0.00,8.38
0.00,4.62,1.54,0.00,0.00,0.00,0.00,2.05
0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.87
6.43,0.00,0.00,0.00,0.00,0.00,9.76,2.86
3.44,3.12,0.00,0.00,0.00,10.00,0.00,2.50
0.00,0.00,0.00,0.00,3.59,5.90,0.00,10.00
0.00,10.00,0.00,0.91,1.82,0.00,4.55,1.82
0.00,0.00,0.00,0.00,0.00,0.00,2.90,10.00
3.81,0.00,0.00,0.00,0.00,2.38,0.00,3.81
0.00,0.00,0.00,8.86,7.71,0.00,0.00,5.14
0.00,0.00,5.29,6.47,0.00,0.00,0.00,2.65
1.21,4.55,0.91,0.00,0.00,0.00,0.00,10.00
0.00,4.44,0.00,0.00,0.00,0.00,0.00,8.67
0.00,1.21,6.06,0.00,0.00,3.03,0.00,3.64
0.00,0.56,0.00,2.78,0.00,0.00,10.00,3.06
5.00,0.00,0.00,0.00,0.00,0.00,0.00,5.29
0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.96
7.03,0.00,5.95,0.00,5.41,0.00,0.00,2.97
8.53,0.00,10.00,7.06,0.00,10.00,0.00,1.76
0.00,0.00,0.00,0.00,0.00,0.00,3.23,3.55
0.00,0.00,0.00,9.79,0.00,0.00,1.88,2.92
0.00,0.00,0.00,0.00,0.00,0.00,4.24,1.82
1.18,4.71,0.00,0.00,0.00,3.53,4.71,4.41
0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.50
0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.23
1.29,0.00,0.00,0.00,0.00,10.00,0.00,10.00
0.00,0.00,0.00,10.00,0.00,0.00,0.00,3.43
0.00,0.00,0.00,0.00,2.55,0.00,0.00,4.51
0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.35
0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.88
0.00,0.00,0.00,0.00,6.67,0.00,0.00,3.33
2.16,0.00,0.00,0.00,0.00,0.00,0.00,1.62
0.44,0.00,3.33,4.44,0.00,6.44,0.00,5.33
0.00,5.65,0.00,0.00,0.00,0.00,1.74,5.65
0.00,0.00,0.00,8.39,0.00,0.00,0.00,1.29
2.50,0.00,0.00,0.00,0.00,4.09,0.00,3.64
0.00,0.00,0.00,0.00,0.00,0.00,6.67,1.88
1.88,0.00,0.00,0.00,2.50,3.12,0.00,4.69
6.39,0.00,0.00,0.00,0.00,0.00,6.67,3.61
0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.76
0.00,0.00,0.00,0.00,0.93,0.00,5.35,5.81
0.00,2.42,0.00,0.00,0.00,0.00,0.00,6.06
0.00,0.00,0.00,0.00,0.00,0.00,5.10,8.57
0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.70
3.33,0.00,0.00,0.00,0.00,0.00,0.00,3.89
0.00,0.00,8.05,0.00,0.98,0.00,0.00,2.44
0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.05
5.35,0.00,0.00,0.00,0.00,0.00,0.00,5.12
0.00,0.00,0.00,3.24,0.00,1.35,3.24,1.62
2.40,0.00,7.20,0.00,0.00,0.00,0.00,4.40
0.00,0.00,0.00,0.00,0.00,0.00,3.64,4.24
0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.32
0.00,0.00,6.10,0.00,0.00,0.00,3.66,6.83
0.00,0.00,0.00,8.40,4.00,0.00,0.00,0.40
0.00,7.04,3.33,0.00,0.00,0.00,0.00,3.70
3.00,0.00,0.00,0.00,10.00,0.00,0.00,2.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.52
0.00,0.32,0.00,0.00,0.00,3.23,0.00,9.03
