0.00,4.00,5.71,0.00,0.00,0.00,0.00,1.71,6.00
2.50,6.25,0.00,5.25,0.00,1.50,0.00,0.00,5.00
0.00,0.00,2.12,0.00,0.00,0.00,0.00,0.00,3.03
1.25,0.00,0.00,0.00,0.00,0.00,4.75,4.25,7.00
0.00,0.00,0.00,0.00,3.33,0.00,0.00,0.00,3.81
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.43
0.00,0.00,10.00,0.00,9.21,5.79,0.00,0.00,0.79
0.00,0.00,1.19,0.00,0.00,0.00,0.00,5.71,6.43
0.00,3.08,0.00,8.46,5.19,0.00,0.00,0.00,4.62
0.00,0.00,0.00,0.00,3.12,0.00,0.00,0.00,6.56
0.00,0.00,3.67,0.00,0.00,0.33,0.00,0.00,4.33
0.00,0.00,0.00,4.24,3.94,7.27,2.42,0.00,3.94
0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.27,0.24
5.71,0.00,0.00,0.00,2.54,0.00,0.00,0.00,0.48
3.50,5.75,4.75,0.00,0.00,0.00,0.00,10.00,1.25
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.15
0.00,2.73,0.00,10.00,0.00,4.77,0.91,0.00,5.00
3.06,0.00,0.00,3.89,6.39,0.00,0.00,0.00,4.72
0.00,3.79,0.00,0.00,0.00,0.34,0.00,0.00,2.41
0.00,0.00,2.50,0.00,0.00,0.00,0.00,0.00,10.00
0.00,3.71,0.00,0.00,0.00,0.00,5.14,0.00,1.14
3.59,0.00,10.00,0.51,0.00,0.00,0.00,0.00,5.90
0.00,0.00,3.81,0.00,0.00,4.05,0.00,0.00,2.38
0.00,0.57,0.00,0.00,0.00,6.00,0.00,5.71,1.43
7.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.18
0.00,0.00,3.64,1.52,0.00,0.00,0.00,0.00,3.03
6.43,0.00,0.00,0.00,0.00,0.00,4.64,0.00,6.07
0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.60
0.00,10.00,0.00,6.32,0.00,0.00,0.00,3.42,0.26
0.00,5.88,1.76,2.35,0.00,0.00,1.76,5.00,10.00
0.00,6.67,0.00,0.00,0.00,0.00,2.42,0.00,6.36
2.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.10
9.71,10.00,4.41,0.00,0.00,0.00,4.71,0.29,3.53
1.61,0.00,10.00,0.00,0.00,0.00,0.00,0.00,10.00
